Damen Service Alimentaire (Division Ferro Poisson),,
Price Lists,,
,,
Item No.,Description,Regular CAD
PENNERIG,PENNE RIGATE (2 X 4.54KG),39.9500 
PEPBICOL,BICOLOR PEPPERS MIX (25LBS) GREEN/RED,58.8500 
PEPCAYEN,CAYENNE PEPPER (1.8KG),16.5000 
PEPCAYENCRUSH,CRUSHED CAYENNE PEPPER (1.4KG),12.5500 
PEPCORN4,4 PEPPERCORN BLEND / MELANGE DE 4 POIVRES 450G (LIQUIDATION),12.0000 
PEPCORNBLK,BLACK WHOLE PEPPERCORNS (2.1KG),25.7500 
PEPDICEGR,FROZEN DICED GREEN PEPPERS (6X2KG),29.9500 
PEPDICEGRPCS,FROZEN DICED GREEN PEPPERS (2KG),7.3500 
PEPDICERED,FROZEN DICED RED PEPPERS (6X2KG),36.0000 
PEPDICEREDPCS,FROZEN DICED RED PEPPERS (2KG),8.2500 
PEPEFF,(05313) CAV. FRESH CUT DARK NORLAND 7/16,40.7000 
PEPFINGGR,FINGER LONG HOT GREEN PEPPER 3KG,48.9500 
PEPFINGRED,FINGER LONG HOT RED PEPPERS 3KG,60.9500 
PEPFINGRLB,LBS FINGER LONG HOT RED PEPPERS,6.7500 
PEPHAB,RED HABANERO PEPPERS,49.4500 
PEPHABLBS,LBS RED HABANERO PEPPERS,8.0000 
PEPHALF,( HALF / DEMI ) GREEN PEPPERS CHOICE / PIMENT VERT CHOIX  =12.5LBS,14.4500 
PEPHUNGARIAN,HUNGARIAN PEPPER FRESH,43.4000 
PEPJAL,GREEN JALAPENO PEPPER ( 15 LBS ),31.9000 
PEPJALBIG,BIG BOX GREEN JALAPENO PEPPER ( 30 POUNDS ),62.9000 
PEPJALHALF,( HALF CASE ) GREEN JALAPENO / ( APPROX 8 POUNDS ),16.1500 
PEPJALPCS,( PCS ) GREEN JALAPENO PEPPER,0.7500 
PEPJALRED,**RED** JALAPENO PEPPER ( 2KG FULL BOX ),53.9500 
PEPJALREDPCS,( PCS ) **RED** JALAPENO PEPPER,1.4000 
PEPJALSL378,SLICED JALAPENO PEPPER  (4X3.78L),59.9000 
PEPLGHALF,( HALF / DEMI ) XL GREEN PEPPERS / PIMENT VERT XL = 12.5 LBS,17.7500 
PEPLONGGR,LONG HOT GREEN PEPPER,57.9500 
PEPLONGGRHALF,HALF LONG HOT GREEN PEPPER,29.5000 
PEPMIXMINI,MIX MINI SWEET PEPPERS (12UN),78.6500 
PEPMIXMINIPCS,(BAG) MINI SWEET PEPPERS,7.0000 
PEPMULTICOL,MULTICOLOR PEPPERS (11LBS) GREEN/YELLOW/RED/ORANGE,33.6000 
PEPMULTICOLHALF,(HALF) MULTICOLOR PEPPERS (11LBS) GREEN/YELLOW/RED/ORANGE,17.1500 
PEPOR,ORANGE PEPPERS   (11 LBS),16.5000 
PEPORHALF,( HALF / DEMI ) ORANGE PEPPERS / PIMENT ORANGE = 5.5 LBS,8.2500 
PEPORPCS,( PCS ) ORANGE PEPPER,1.3500 
PEPPADRON,FRESH PADRON PEPPERS,49.4500 
PEPPCS,( PCS ) GREEN PEPPER,0.9500 
PEPPERBLKCRACK,CRACKED BLACK PEPPER (1.7KG),31.9500 
PEPPERBLKGR,GROUND BLACK PEPPER (1.9KG),35.9500 
PEPPERWHGR,GROUND WHITE PEPPER (2.2KG),51.7000 
PEPPOB,POBLANO PEPPERS,84.9000 
PEPRED,RED PEPPERS LARGE  (11 LBS),22.0000 
PEPRED25,RED PEPPER (25LBS),55.9000 
PEPREDHALF,( HALF / DEMI ) RED PEPPERS / PIMENT ROUGE  = 5.5 LBS,16.0000 
PEPREDPCS,( PCS ) RED PEPPER,2.0500 
PEPSCOTCH,SCOTCH BONNET HOT PEPPERS FRESH,55.0500 
PEPSCOTCHLBS,LBS SCOTCH BONNET PEPPER,12.1500 
PEPSHEP,SHEPHERD PEPPERS,39.9000 
PEPSHISH,SHISHITO PEPPERS BOX (5LBS),48.0000 
PEPSI32,PEPSI ORIGINAL 32X355ML (ECOFEE 0.64 INCLUDED),21.6000 
PEPSIDT32,PEPSI DIET 32X355ML (ECOFEES 0.64 INCLUDED),21.6000 
PEPSIZR32,PEPSI ZERO 32X355ML (ECOFRAIS 0.64 INCLUS),20.6000 
PEPTHAIGR,LBS GREEN THAI CHILI PEPPER,4.0000 
PEPTHAIRED,LBS RED THAI CHILI PEPPER,8.5000 
PEPXL,XLARGE GREEN PEPPERS (25LBS),25.0000 
PEPY,YELLOW PEPPER  ( 11 POUNDS ),18.0000 
PEPYHALF,( HALF / DEMI ) YELLOW PEPPERS / PIMENT JAUNE,14.0000 
PEPYPCS,( PCS ) YELLOW PEPPER,1.3500 
PERLAOIL,PERLA - VEGETABLE OIL 16L,41.9500 
PERRIER500,PERRIER - CARBONATED NATURAL WATER PLASTIC / 24 X 500 ML,31.9500 
PESTO1KG,PESTO CLASSIC LEGRAND (1KG),26.0000 
PESTO2KG,BASIL PESTO (2KG),16.0000 
PESTOBASIL,PESTO TRADITIONNEL 3KG,66.9500 
PETFET,PETROS FETA,119.7500 
PH,PH MILLS - STRONG BAKERS FLOUR (20KG),26.5000 
PHACHE5,FROZEN GROUNDED CHICKEN / EXTRA THIN / *5 X TIMES* (5 KG),58.7000 
PHILA3KG,PHILADELPHIA  - CREAM CHEESE / 3KG,47.9500 
PHLOX,(6GR) PACK FLOWERS PHLOX,20.5000 
PHYSTK,PHILLY STEAK 40X4 OZ,62.7000 
PICKBLUE,BLUE PAIL LARGE PICKLES,58.4500 
PICKGARL,PICKLED GARLIC BOX (24 X 454G),114.9000 
PICKGARLUN,PICKLED GARLIC UNIT (454G),5.9500 
PICKLES,PAIL PICKLES,58.4500 
PICKMC,MCCAIN FROZEN PICKLES BREADED (04417),67.5000 
PICKUPTEMP,pick up tempura FROM CUSTOMER PREPARED FOR DAMEN,0.0000 
PIMENTCHOIX,GREEN PEPPER *CHOICE* (25LBS),25.0000 
PINACOLA,FAIRLEE - PINA COLADA JUICE / 12 X 960ML,110.8500 
PINE,PINEAPPLES 7-8,19.5000 
PINE5,PINEAPPLE JUMBO SIZE 5,17.5000 
PINEN,PINE NUTS (1KG),52.5000 
PINEPCS,PCS PINEAPPLES,3.5500 
PINESLICE,PINEAPPLE SLICED (24 X 398ML),69.9500 
PINESLICETROF,PINEAPPLE TIDBITS / 24 X 540ML,71.9500 
PINESOL518,PINESOL MULTI SURFACE (3X5.18L),38.0000 
PINNACLE,PINNACLE - BAKING POWDER (5KG),48.9500 
PINNEATID,PINEAPPLE IN CUBES (TIDBITS) / 24 X 540ML,66.9500 
PINTOBEAN,PINTO BEAN (6 X 2.84L),51.9000 
PINTRFGOY,GOYA TRADITIONAL REFRIED PINTO BEANS (12X454G),27.0500 
PIPBAG21,PIPING BAGS 21INCH (100 UNITS),12.9500 
PIQUILLO,VINITEAU - PIQUILLO PEPPERS (6X2.5KG),261.7500 
PIST,PISTACHES CRUES / 25X454G,468.5500 
PITA BREAD,7-DAYS PITA BREAD,36.1000 
PITAANDA,ANDALOS - PITA BREAD (30 BAGS),36.4500 
PITAHAYAYELLOW,PITAHAYA YELLOW 10/12,44.9500 
PITAK,KONTOS PITA / PAIN GYRO 7 INCH 12X10,43.2000 
PITAWHITE,PITA BLANC FRAIS 5X225G,2.9500 
PIZ16,,0.0000 
PIZB10,10 INCH BROWN PIZZA BOX (50UN),15.9500 
PIZB12,12 INCH BROWN PIZZA BOX (50UN),22.4000 
PIZB14,14 INCH BROWN PIZZA BOX (50UN),24.4500 
PIZB16,16 INCH BROWN PIZZA BOX (50UN),34.9000 
PIZB8,8 INCH BROWN PIZZA BOX (50UN),15.0000 
PIZB9,9 INCH BROWN PIZZA BOX (50UN),15.5000 
PIZZABOX12,PIZZA WHITE BOX 12 INCH / BOITE A PIZZA BLANCHE 12'',20.7500 
PIZZASAUCE,STONEY CREEK - PIZZA SAUCE / 6 X 2.84L,41.1500 
PIZZCHEESE,BROADWAY PIZZA CHEESE BLEND,92.3000 
PIZZSAUCE,PIZZA SAUCE 2.84L,15.0000 
PLAINYO5KG,PLAIN YOGURT (5KG),35.9500 
PLANT,PLANTAIN BANANA,72.4500 
PLANT-105,FROZEN PLANTAINS,61.9500 
PLASTCONT33,CLEAR RECTANGULAR CONTAINER TAKE OUT 33.8OZ,57.2500 
PLATBAGAS88,9 INCH BAGASSE ROUND PLATTERS (500UN),42.9500 
PLATEAU2LB,KRAFT PAPER FOOD ECO TRAY 2LB (1000 UNITS),52.7000 
PLATEAU3LB,KRAFT PAPER FOOD ECO TRAY 3LB (500 UNITS),35.5000 
PLATVELO072,VEL072 PLASTIC PLATTERS (500X),96.4500 
PLONION,FRESH PEELED RED ONIONS (5 KG),13.9500 
PLONIRED,FRESH PEELED RED ONIONS (9 KG),29.5000 
PLONISPAN,FRESH PEELED SPANISH ONIONS (9 KG),24.5500 
PLR-001,POULET ROUGE - ROMAINE DANS BOITE PLASTIC,16.0000 
PLUM,PLUMS,56.0000 
PLUMHALF,(HALF)  PLUMS,22.8500 
PLUMPCS,PCS PLUM,0.5000 
POCKYCC,POCKY COOKIES AND CREAM (10 X 70G),26.9500 
POIREANJ,POIRE ANJOU (110),62.9500 
POIREANJHALF,HALF POIRE ANJOU (110),37.5000 
POISJAUNE,WHOLE YELLOW PEAS 10KG,18.5500 
POITTHUN,OLYMEL - CHICKEN BREAST BREADED THUNDER CRUNCH 4KG,81.9000 
POIVRONLAN,5KG PRECUT SLICED RED PEPPERS,62.9500 
POIVRONROUGEGRILL,DANIEL'S - ROASTED RED PEPPER STRIPS / 1 X 2.84L,13.9000 
POIVRROUGEC,5KG PRECUT DICED RED PEPPERS,9.9500 
POIVRVERT,FRAIS - DICED GREEN PEPPER 3/8 (5 KG),39.9500 
POK-010,POCKY CHOCOLATE SMALL 10X40GR,15.0000 
POK-020,POCKY GREEN TEA 10X40GR,15.0000 
POK-030,POCKY STRAWBERRY FLAVOUR / 10 X 33G,30.2000 
POKESAUCE378,GLUTEN FREE POKE SAUCE 6X378ML,41.9500 
POL-006,ALASKAN POLLOCK FELLETS 4/6OZ (4X10 LBS GW) IQF  PARADISE,111.9000 
POL-007,ALASKAN POLLOCK FILET 6/8 OZ - 4 X 10 LBS - IQF PARADISE,116.9000 
POL-007F,FROZEN ALASKAN POLLOCK FILET - 1X10LBS- IQF,76.4500 
POLENTA10,FINE POLENTA #400 (10KG),29.9500 
POLY6LBS,POLY BAG 6LBS (500 UN),13.8000 
POMBAGEL,POM - PLAIN BAGEL / 2 X 6 UN,10.0000 
POMEGRPCS,PCS POMEGRANATE,4.5000 
POMGRAN,POMEGRANATE,28.7000 
POMSIGN,POM - SIGNATURE SESAME HOT DOG BUNS (3X8UN),10.0000 
POMSTEAM,POM - STEAMED HOT DOG BUN,3.0000 
POPCORN,POULET POP CORN 4X1KG (NEW),47.7000 
POPFIESTA,(481227) FIESTA POPPERS,44.4500 
PORCHACH,FROZEN GROUNDED PORK / EXTRA THIN / * 5 X TIMES * (5KG),46.9500 
PORCHACREG,FROZEN GROUNDED PORK REGULAR (5 KG),46.9500 
PORKBEL,PORK BELLY BONE OFF / **SKIN ON** (KG),8.5000 
PORKBONECUT,PORK BONES CUT / KG,2.7500 
PORKFA,FROZEN PORK FAT (5 KG),29.9500 
PORKGRND,GROUND PORK FRESH / KG,8.3500 
PORKLEG,PORK LEG BONE OFF / SKIN OFF (KG),6.8000 
PORKLO,PORK LOIN (KG),8.0000 
PORKSAUCI,OLYMEL - BREAKFAST PORK SAUSAGE / 5KG,38.9500 
PORKSHOULDER,FRESH PORK SHOULDER (KG),8.3500 
PORTION5,PORTION CUP 5.5 OZ / 2500 UNITS,76.9000 
PORTO,PORTOBELLO (5LBS),25.2000 
PORTOBELLIN,PORTOBELLINI 10 X 170 GR,25.5000 
POSA-001F,Saumon Atlantique 2-3 lbs filet - VP- Frais,54.9500 
POSC-004,Pétoncles 30-40  454gr,33.9500 
POSP-001,Pavé de saumon Biologique,13.0000 
POT-002,TARTARE QUALITY - TUNA CUBE - (45GR),18.0000 
POT-016*,Steak de Thon Yellowfin,45.9500 
POT10X5,POTATO (10X5LBS),15.4500 
POTC,POTATO (C) 50LBS,111.1500 
POTC25,POTATO (C) 25LBS,44.9500 
POTCUB,GEMME - FRESH REGULAR CUT CUBE POTATOES (10KG),15.7000 
POTCUBSML,GEMME - *SMALL* CUT CUBES POTATO FRESH (10 KG),11.5000 
POTFING,FINGERLING POTATOES SMALL BAG (10LBS),14.5000 
POTFRESH,WHITE POTATO - PATATE CHEF BLANCHE 50LBS,17.7500 
POTGEMR,GEMME - PEELED WHOLE ROUND POTATOES (10KG),12.5500 
POTHAW,POTATOES HAWAIEN,131.1500 
POTLONG,LONG RUSSET POTATO (50LBS),18.0000 
POTLONGLBS,5LBS LONG RUSSET POTATOES,2.7500 
POTLONGW,WHITE BAG - RUSSET POTATO QC - PATATE RUSSET BLANCHE 50LBS,18.0000 
POTPEEL,PEELED ROUND POTATOES / PATATE PELEE RONDE / 10KG,13.9500 
POTRED10,RED POTATO SMALL BAG (10LBS),5.7000 
POTRPRO,RED POTATO QC - PATATE ROUGE CHEF 50LBS,16.5000 
POTRQC,RED POTATO (50LBS),16.5000 
POTRQCLBS,5LBS RED CHEF POTATOES,2.7500 
POTRTHI,RED POTATO QC - PATATE ROUGE CHEF 50LBS,16.5000 
POTSKI,MCCAIN (3602) LARGE POTATO SHELLS,83.7000 
POTWHITE,WHITE POTATO (50LBS),17.5000 
POTWHITE10,WHITE POTATO SMALL BAG (10LBS),4.2500 
POTWHITE5,5LBS WHITE CHEF POTATOES,2.7500 
POTWHITEHALF,HALF WHITE POTATO (50LBS),8.9500 
POTYEL,YELLOW POTATO YUKON 50LBS,32.5000 
POTYEL10,YELLOW POTATO SMALL BAG (10LBS),5.7000 
POTYUK,YUKON GOLD POTATO - PATATE JAUNE CHEF 50LBS,32.5000 
POTYUKHALF,HALF YUKON GOLD POTATOES,16.5500 
POTYUKLBS,5LBS YUKON CHEF POTATOES,4.1000 
POUTINEMIX,ROSE HILL - POUTINE SAUCE MIX 18KG,147.9000 
POWCHILI,CHILI POWDER (2KG),23.9500 
POWCURRY,CURRY POWDER (2.2KG),16.9500 
POWGARL,GARLIC POWDER (2KG),19.2500 
POWONI,ONION POWDER (2.5KG),20.9500 
POWWASABI,WASABI POWDER / 10 X 1KG,91.9000 
POWWASABIPCS,WASABI POWDER / 1KG,11.1500 
PRECUTCARROT,2.27KG PRECUT SHREDDED CARROT,11.2500 
PRECUTSWPOTATO,2.27KG PRECUT SHREDDED SWEET POTATO,10.5000 
PREMNORI,PREMIUM NORI - ROASTED SEAWEED (50 X 100),164.8000 
PRFF,(4154) 3/8 CAVENDISH,38.0500 
PS250,UNAGI SAUCE TARE KIKKOMAN 84OZ,0.0000 
PS7833,CIMO - CAFE ESPRESSO SAC BLEU 2KG,42.9500 
PTDATE,AGROFUSION - PITTED DATE 10KG,31.9500 
PTIQUEB,PTI QUEBEC - PORTION CHEDDAR CHEESE LIGHT (100 X 21GR),66.9500 
PUFF,PUFF PASTRY FILO 7 DAYS,66.0500 
PUFFPASTRY,PUFF PASTRY SHEET BOX,78.4000 
PUMPMINI,PUMPKIN (DECO MINI),1.0000 
PUMPXL,PUMPKIN (XL),10.2000 
PUREECIT,RAVIFRUIT - FROZEN LEMON PUREE (5 X 1KG),72.9500 
PUREEFRUIT,FROZEN PASSION FRUIT PUREE (6 X 1KG),117.9000 
PUTMAY16L,PUTTERS MAYONNAISE 16L,117.6500 
QUAILEGGPCS,QUAIL EGGS IN WATER (425G),4.7000 
QUALI3/8,QUALIFRESH 3/8 SKIN ON,34.5000 
QUALI7/16,7/16 QUALIFRESH,34.5000 
QUALICUB,CUBES QUALIFRESH,34.5000 
QUALIJUL,JULIENNE QUALIFRESH,34.5000 
QUALIROND,RONDELLES QUALIFRESH,34.5000 
QUICKOATS,QUICK COOKING OATS 25KG,52.9500 
QUINCE,QUINCE / COING,86.9000 
QUINOA,PROVENANCE GRAINWAYS - WHITE QUINOA  / 5KG,25.9500 
QUINOARED,RED QUINOA / 3KG,38.9500 
RABIOLBAG,RABIOLE 25LBS,34.7500 
RAD,BOX RADISH,29.9000 
RAD SHOOTS,POUSSE DE RADIS 6X75GR,0.0000 
RADIC,RADICCHIO,26.0000 
RADICCH,RADICCHIO TREVISO (3KG),38.7000 
RADICPCS,PCS RADICCHIO,3.6500 
RADISHSTRIP,RADISH STRIP BOX (50 X 400G),139.8500 
RADPCS,PCS RADISH CELLO,2.7500 
RADSTRIPUNI,RADISH STRIP UNIT (400 G),3.7500 
RAM-010,SANGARIA RAMUNE ORIGINAL (18X200ML),49.4500 
RAM-011,SANGARIA RAMUNE MELON (18X200ML),49.4500 
RAM-012,SANGARIA RAMUNE LYCHEE (18X200ML),49.4500 
RAMASS,*** RAMASSER PRODUIT POUR RETOUR ET FAIRE LA NOTE DE CREDIT POUR LE CLIENT,0.0500 
RAMBOU,RAMBOUTANT,63.7000 
RAMENKOREEN,SAMYANG - KOREAN GOMTANG RAMEN / 5 X 110G,29.2500 
RAMUGRAPE,RAMU BOTTLE CARBONATED DRINK GRAPE (24 X 500G),58.9500 
RAMUNECOLA,RAMUNE DRINK COLA 30X200ML,48.5500 
RAMUORIGINAL,RAMU BOTTLE CARBONATED DRINK ORIGINAL (24 X 500G),58.9500 
RANCHPORT,RANCH DRESSING PORTIONS (200X18ML),44.9500 
RAP,RAPINI,86.9000 
RAPHALF,HALF RAPINI,43.9500 
RAPPCS,PCS RAPINI,3.8500 
RASP,RASPBERRY (12UN),35.0000 
RASPHALF,( HALF / DEMI ) RASPBERRY / FRAMBOISE   =6UN,28.9500 
RASPPCS,PACK RASPBERRY,5.5000 
REALLIME12,REALIME - LIME JUICE (12X440ML),28.9500 
RECTCONT34OZ,PLASTIC RECTANGULAR CONTAINERS WITH LIDS 34OZ - PACK OF 50,20.5500 
REDBULL24,RED BULL 24X250ML,56.9500 
REDCAY,DRIED RED CAYENNE CHILI PEPPER (1 KG),26.9500 
REDGRELOT,RED GRELOT POTATOES (50LBS),20.4500 
REDGRELOTLBS,LBS RED GRELOT POTATOES,0.6500 
REDHOTCHFRANK,FRANKS REDHOT - SWEET CHILI SAUCE (4 X 1.89L),45.9500 
REDPEARL,RED PEARL ONIONS (12X200GR),30.7000 
RESTO24OZPLAST,RESTO - 24OZ PLASTIC BOTTEL COMPRESSIBLE (6UN),10.0000 
REUBFF,(2965) MCCAIN SURECRISP SHOESTRING FRIES 1/4,47.5000 
RHBASILRUB,ROSE HILL - BASIL RUBBED / 2 X 1KG,41.9500 
RHBBQRUB,ROSE HILL - BBQ RUB SEASONING / 18KG,164.8500 
RHCAJUN,ROSE HILL - CAJUN SEASONING / 3.3KG,55.9000 
RHCAYENNE,ROSE HILL - CAYENNE PEPPER / 500G,14.2500 
RHCELERYSALT,ROSE HILL - CELERY SALT / 2 X 5.5KG,74.9500 
RHCHICKCOA,ROSE HILL - CHICKEN COATING MIX 18KG,122.9000 
RHCHILI600G,ROSE HILL - CHILI POWDER 600G,15.9500 
RHCINNAMON,ROSE HILL - CINNAMON GROUND / 520G,18.0000 
RHDILLWEED,ROSE HILL - DILL WEED / 140G,8.7500 
RHEARTPCS,BAG ROMAIN HEARTS (3 HEADS INSIDE),4.2500 
RHGARLGRAN,ROSE HILL - GARLIC GRANULATED / 640G,14.2500 
RHGINGERGRD,ROSE HILL - GINGER GROUND / 2 X 2.2KG,80.9000 
RHITALIAN,ROSE HILL - ITALIAN HERBS / 1.3KG,8.7500 
RHITALLARGE,ROSE HILL - ITALIAN HERBS / 1.3KG,37.9500 
RHJAMAICAN,ROSE HILL - ALLSPICE GROUND JAMAICAN / 500G,28.0000 
RHLEMPEP,ROSE HILL - LEMON PEPPER SEASONING / 2 X 3.7KG,119.9000 
RHMUSTARD,ROSE HILL - MUSTARD POWDER / 2 X 2.4KG,124.9000 
RHONIONPOW,ROSE HILL - ONION POWDER / 600G,13.9500 
RHPAPRIKA,ROSE HILL - PAPRIKA / 2.5KG,49.9000 
RHPARFLAKES,ROSE HILL - PARSLEY FLAKES / 300G,17.7500 
RHRBEEF18,ROSE HILL - ROAST BEEF SAUCE MIX / 18KG,151.8500 
RHSEASSALT,ROSE HILL - SEASONING SALT / 18KG,116.9000 
RHSOUVLAK,ROSE HILL - SOUVLAKI SEASONING AND MARINADE / 2 X 3.5KG,108.9000 
RHSTEAKSPICE,ROSE HILL - STEAK SPICE CRACKED / 3.3KG,51.5000 
RHSTKSPICE18,ROSE HILL - STEAK SPICE CRACKED / 18KG,234.8000 
RHTACO3.5,ROSE HILL - TACO AND FAJITAS SEASONING / 3.5KG,52.9500 
RHTACOFAJ,ROSE HILL - TACO AND FAJITAS SEASONING / 500G,12.8500 
RHTANDOORI,ROSE HILL - TANDOORI SEASONING / 6 X 700G,82.1500 
RIBEYEAAA,RIBEYE AAA / KG,48.9500 
RIBSTK,PORTIONED RIB STEAK AAA / KG,39.9500 
RICEBROWN,SHIRAKIKU - BROWN MEDIUM GRAIN RICE /  15LBS,20.9500 
RICEBUNTUOI,BUN TUOI - RICE VERMICELLI / 30 X 400G,69.9500 
RICECAKE,RICE CAKE 1 BAG,4.7500 
RICEGOLDENSW,GOLDEN SWALLOW - DONGGUAN RICE VERMICELLI (50 X 400G),96.2500 
RICEJASM9,THAI HOM MALI - JASMIN RICE (10KG),28.4500 
RICEPAP22,ROSE BRAND - (M) ROUND RICE PAPER 22CM (44X400G),142.9000 
RICEPAP30,RICE PAPER / FEUILLE DE RIZ 31CM RONDE 44X400G COCO TREE BOX,126.9000 
RICEPARB20,PAR EXCELLENCE- PARBOILED LONG GRAIN RICE (20KG),40.1000 
RICESTICKM,ERAWAN - RICE STICKS MEDIUM /  30 X 454G,51.5000 
RICESTICKS,ERAWAN - RICE STICKS SMALL /  30 X 454G,51.5000 
RICESTICKXL,ERAWAN - RICE STICKS *XL* (30X454G),53.2000 
RICEWAI,WAIWAI - RICE VERMICELLI / 24 X 500G,58.8000 
RICOTTA,RICOTTA SKOTIDAKIS,17.4500 
RICOTTA2KG,RICOTTA / 2 KG,21.9500 
RIE-001F,WHOLE FRESH RAY  1X60LBS- USA,0.0000 
RIE-002F,FRESH SKATE WING - (1 X 10LBS),0.0000 
RMS-001,RED MASAGO - 12 X 500GR - SHIRAKIKU,122.8500 
RMS-001/UNIT,MASAGO RED 1 X 500GR - SHIRAKIKU,10.9500 
RMS-002,ORANGE MASAGO - 12 X 500GR - SHIRAIKU,159.8000 
RMS-002/UNIT,ORANGE MASAGO - 1 X 500GR - SHIRAKIKU,13.9000 
ROASTCHEST,ROASTED PEELED CHESTNUTS (40 X 90G),55.9000 
ROASTSEA,ROASTED SEAWEED (YAKINORI KIZAMI) - (12 X 75G),94.9000 
ROBBFF,(5315) 3/8 CLEARCOAT CAVENDISH,33.9500 
ROHUSA,QUEBEC ROMAIN HEARTS 12X3,38.4500 
ROLL-001,APPLE AND CINNAMON IMPERIAL ROLL (100 X 50 G),83.6500 
ROLLSPIN,SPINACH PIE ROLLS (6X1KG),50.2000 
ROMAPEPLG,***DO NOT USE****,180.8500 
ROMAPEPP1.5,**DO NOT USE**,210.8500 
ROMBABY,BABY ROMAINE,44.2500 
ROMHAB,ANDYBOY ROMAIN HEARTS 12X3,111.9000 
ROMHALF,( HALF / DEMI ) ROMAIN LETTUCE / LAITUE ROMAINE,15.2500 
ROMHEARTSHALF,( HALF / DEMI ) ROMAIN HEART 12X3 /  LAITUE COEUR DE ROMAINE,24.7500 
ROMPCS,PCS  ROMAINE,1.5500 
ROMPEP2.5,***DO NOT USE****,180.1000 
ROMQC,ROMAINE X24,29.9000 
RONDEBEEF,BEEF INSIDE ROUND 1/4 TRIM FRESH PRICE (KG),23.9000 
ROOTBRMUG,A&W -  ROOT BEER / 24 X 355ML,16.9500 
ROSE,BOX ROSEMARY CLAMSHELL (6UN),17.2000 
ROSEHILL,GARLIC SALT (1KG),12.5500 
ROSEHILLSAUCE,ROSE HILL -  POUTINE SAUCE MIX LA QUEBECOISE (12 KG),115.8500 
ROSEPCS,PACK ROSEMARY,4.2000 
RUBBOREGA,RUBBED OREGANO 5LBS - OREGANO RAPEE 5LBS,41.2500 
RUTABAGA,NAVET (40LBS),21.9500 
SAB38,SAB32-38  SALAD/POKE CLEAR BOWLS AND LIDS (150UN),40.2500 
SACSANDWICH,"GIANT DRY WAXED SANDWICH BAGS (6"" X 2"" X 9"")  / 1000UN",29.9500 
SADIS1,**DO NOT USE***,178.8000 
SADIS2,***DO NOT USE***,178.8000 
SAF1G,SAFFRON (1 GR),8.2500 
SAFFRON12,SAFFRON 12 X 1G,59.9000 
SAGE,BOX SAGE  (6 CLAMSHELLS),15.0000 
SAGEPCS,PACK SAGE,1.7500 
SAL-003,FROZEN ATL. SALMON - 3/4 D-TRIM - 1 X10KG,198.8000 
SAL-004,Saumon atl. portion 4oz- Fjord,129.9000 
SAL-005,LEMON PEPPERSALMON TATAKI - PAN SEARED & SLICED - 1 X 6 LBS,98.9000 
SAL-006,SALMON PORTION 8 OZ - ATLANTIC -  1 X 10 LB - FJORD,150.4500 
SAL-010,SALMON SOCKEYE FILLET YVP (25 LBS),0.0000 
SAL-011A,PREMIUM SMOKED SALMON - (12 X 1 KG) - NORWAY - FJORD,547.5000 
SAL-011A/UNIT,PREMIUM SMOKED SALMON - (1 X 1KG) - NORWAY - FJORD,46.9500 
SAL-011F,ORGANIC CREATIVE KING SALMON 12-14 - CW - 60 LBS - CAN,18.9500 
SAL-014,SALMON ORGANIC KING CREATIVE,14.9500 
SAL-015A,GRAVLAX AND DILL (20X200 GRS/CS),0.0000 
SAL-016A,SMOKED SALMON ARTISANAL - 7 X 1 KG - FERRO,293.7000 
SAL-016A/UNIT,SMOKED SALMON (ARTISANAL) - 1 KG - FERRO,44.8000 
SAL-017A,RETAILLES DE SAUMON FUMÉ (ARTISANAL) (1X456gr),10.0000 
SAL-018/UNIT,SAUMON FUME ARTISANAL - (1 X 200 GR),14.3500 
SAL-018A,SAUMON FUME (ARTISANAL) - ( 10 X 200GRS),143.3500 
SAL-018F,ATLANTIC SALMON ORGANIC 6-7 KG-CW- IRE,0.0000 
SAL-019A,SMOKED SALMON - (12 X 800GR) - MULTI-X,297.7500 
SAL-019A/UNIT,SMOKED SALMMON - (1 X 800GR) - MULTI-X,28.0000 
SAL-019F,Saumon Atlantique Organique 5-6 kg-CW- IRE,15.9500 
SAL-030F,SALMON - FILLET - FRESH - ORA KING - CANADA,0.0000 
SAL-035F,WHOLE SALMON 8+,0.0000 
SAL-036F,PREMIUM SALMON 3-4 FILLET,0.0000 
SAL-057F,SALMONS ATL 7-9 KG PREMIUM- ECO,0.0000 
SAL-058F,SOCKEYE SALMON H/G-(1X50LBS),0.0000 
SAL-0608W,PREMIUM SAUMON D'ÉLÉVAGE 6/8 - ENTIER/NETTOYE -CAN ATL,0.0000 
SAL-0810W,SALMON WHOLE FRESH 8-10 CAN ATL,0.0000 
SAL-101,ATLANTIC SALMON CUBES - (10 X 454G),149.8500 
SAL-1012PF,PREMIUM SALMON FILET FRESH 10-12 CAN ATL,8.1000 
SAL-1012W,SALMON WHOLE FRESH 10-12 CAN ATL,7.9500 
SAL-102,SALMON PORTION SKIN OFF (1X10LB) 4OZ IVP,49.9500 
SAL-1214PF,PREMIUM SALMON FILET FRESH 12-14 CAN ATL,8.6500 
SAL-1214W,SALMON WHOLE FRESH 12-14 CAN ATL,8.6500 
SAL-1416PF,PREMIUM SALMON FILET FRESH 14-16 CAN ATL,8.6500 
SAL-1416W,PREMIUM FARMED ATLANTIC SALMON 14/16 - WHOLE/CLEANED - CAN,7.9500 
